drug_name,dosage_name,is_specialty
Alvesco,Alvesco AERO 80MCG,False
Alyacen 1/35,Alyacen 1/35 TAB 1-35MG-MCG,False
Amabelz,Amabelz TAB 0.5-0.1MG,False
Amantadine HCL,Amantadine HCL CAP 100MG,False
Amantadine HCL,Amantadine HCL TAB 100MG,False
Amantadine HCL,Amantadine HCL SOLN 50MG/5ML,False
Amaryl,Amaryl TAB 4MG,False
Amaryl,Amaryl TAB 2MG,False
Ambien,Ambien TAB 10MG,False
Ambien,Ambien TAB 5MG,False
Ambien CR,Ambien CR TAB 12.5MG,False
Ambrisentan,Ambrisentan TAB 10MG,False
Ambrisentan,Ambrisentan TAB 5MG,False
Amcinonide,Amcinonide CREAM 0.1%,False
Amerge,Amerge TAB 1MG,False
Amikacin Sulfate,Amikacin Sulfate SOLN 500MG/2ML,False
Amiloride HCL,Amiloride HCL TAB 5MG,False
Amiloride-Hydrochlorothiazide,Amiloride-Hydrochlorothiazide TAB 5-50MG,False
Amiodarone HCL,Amiodarone HCL TAB 100MG,False
Amiodarone HCL,Amiodarone HCL TAB 200MG,False
Amiodarone HCL,Amiodarone HCL TAB 400MG,False
Amitiza,Amitiza CAP 8MCG,False
Amitiza,Amitiza CAP 24MCG,False
Amitriptyline HCL,Amitriptyline HCL TAB 100MG,False
Amitriptyline HCL,Amitriptyline HCL TAB 25MG,False
Amitriptyline HCL,Amitriptyline HCL TAB 10MG,False
Amitriptyline HCL,Amitriptyline HCL TAB 75MG,False
Amitriptyline HCL,Amitriptyline HCL TAB 50MG,False
Amitriptyline HCL,Amitriptyline HCL TAB 150MG,False
Amjevita,Amjevita SOLN AUTO-INJ 40MG/0.4ML,False
Amjevita,Amjevita INJ 40MG/0.4ML,False
Amjevita,Amjevita INJ 20MG/0.4ML,False
Amjevita,Amjevita INJ 40MG/0.8ML,False
Amjevita-Ped 15kg To <30kg,Amjevita-Ped 15kg To <30kg INJ 20MG/0.2ML,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 5-10MG,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 5-20MG,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 2.5-10MG,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 10-20MG,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 5-40MG,False
Amlodipine Besy-Benazepril HCL,Amlodipine Besy-Benazepril HCL CAP 10-40MG,False
Amlodipine Besylate,Amlodipine Besylate TAB 10MG,False
Amlodipine Besylate,Amlodipine Besylate TAB 5MG,False
Amlodipine Besylate,Amlodipine Besylate TAB 2.5MG,False
Amlodipine Besylate-Valsartan,Amlodipine Besylate-Valsartan TAB 10-160MG,False
Amlodipine Besylate-Valsartan,Amlodipine Besylate-Valsartan TAB 5-160MG,False
Amlodipine Besylate-Valsartan,Amlodipine Besylate-Valsartan TAB 5-320MG,False
Amlodipine Besylate-Valsartan,Amlodipine Besylate-Valsartan TAB 10-320MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 2.5-10MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 10-80MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 10-10MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 5-20MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 5-10MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 10-40MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 10-20MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 2.5-20MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 5-40MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 5-80MG,False
Amlodipine-Atorvastatin,Amlodipine-Atorvastatin TAB 2.5-40MG,False
Amlodipine-Olmesartan,Amlodipine-Olmesartan TAB 10-40MG,False
Amlodipine-Olmesartan,Amlodipine-Olmesartan TAB 5-20MG,False
Amlodipine-Olmesartan,Amlodipine-Olmesartan TAB 10-20MG,False
Amlodipine-Olmesartan,Amlodipine-Olmesartan TAB 5-40MG,False
Amlodipine-Valsartan-HCTZ,Amlodipine-Valsartan-HCTZ TAB 10-320-25MG,False
Amlodipine-Valsartan-HCTZ,Amlodipine-Valsartan-HCTZ TAB 5-160-12.5MG,False
Amlodipine-Valsartan-HCTZ,Amlodipine-Valsartan-HCTZ TAB 5-160-25MG,False
Amlodipine-Valsartan-HCTZ,Amlodipine-Valsartan-HCTZ TAB 10-160-25MG,False
Amlodipine-Valsartan-HCTZ,Amlodipine-Valsartan-HCTZ TAB 10-160-12.5MG,False
Ammonium Lactate,Ammonium Lactate LOTN 12%,False
Ammonium Lactate,Ammonium Lactate CREAM 12%,False
Amnesteem,Amnesteem CAP 20MG,False
Amoxapine,Amoxapine TAB 100MG,False
Amoxapine,Amoxapine TAB 25MG,False
Amoxapine,Amoxapine TAB 50MG,False
Amoxapine,Amoxapine TAB 150MG,False
Amoxicill-Clarithro-Lansopraz,Amoxicill-Clarithro-Lansopraz MISC,False
Amoxicillin,Amoxicillin TAB 500MG,False
Amoxicillin,Amoxicillin TAB 250MG,False
Amoxicillin,Amoxicillin CAP 500MG,False
Amoxicillin,Amoxicillin TAB 875MG,False
Amoxicillin,Amoxicillin TAB 125MG,False
Amoxicillin,Amoxicillin CAP 250MG,False
Amoxicillin,Amoxicillin SUSP 125MG/5ML,False
Amoxicillin,Amoxicillin SUSP 250MG/5ML,False
Amoxicillin,Amoxicillin SUSP 400MG/5ML,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate TAB 875-125MG,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate TAB 500-125MG,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate TAB 250-125MG,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate SUSP 400-57MG/5ML,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate ER TAB 1000-62.5MG,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate SUSP 250-62.5MG/5ML,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate SUSP 200-28.5MG/5ML,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate TAB 200-28.5MG,False
Amoxicillin-Pot Clavulanate,Amoxicillin-Pot Clavulanate SUSP 600-42.9MG/5ML,False
Amphet-Dextroamphet 3-Bead ER,Amphet-Dextroamphet 3-Bead ER CAP 50MG,False
Amphetamine,Amphetamine ER INJ 1.25MG/ML,False
Amphetamine Sulfate,Amphetamine Sulfate TAB 10MG,False
Amphetamine Sulfate,Amphetamine Sulfate TAB 5MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 30MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 5MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 15MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 10MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 20MG,False
Amphetamine-Dextroamphet,Amphetamine-Dextroamphet ER CAP 25MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 10MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 30MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 20MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 5MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 7.5MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 15MG,False
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine TAB 12.5MG,False
Amphotericin B,Amphotericin B SOLN 50MG,False
Ampicillin,Ampicillin CAP 500MG,False
Ampicillin Sodium,Ampicillin Sodium IJ SOLN 1GM,False
Ampyra,Ampyra TAB 10MG,False
Amrix,Amrix CAP 15MG,False
Anadrol-50,Anadrol-50 TAB 50MG,False
Anagrelide HCL,Anagrelide HCL CAP 0.5MG,False
Anagrelide HCL,Anagrelide HCL CAP 1MG,False
Analpram Hc,Analpram Hc LOTN 2.5-1%,False
Anastrozole,Anastrozole TAB 1MG,False
Androderm,Androderm PTCH 4MG/24HR,False
Androgel,Androgel GEL 50 MG/5GM(1%),False
Androgel,Androgel GEL 20.25 MG/1.25GM(1.62%),False
Androgel Pump,Androgel Pump GEL 20.25 MG/ACT(1.62%),False
Anoro Ellipta,Anoro Ellipta AERO 62.5-25MCG/ACT,False
Antivert,Antivert TAB 25MG,False
Anusol-HC,Anusol-HC CREAM 2.5%,False
Anzupgo,Anzupgo CREAM 20MG/GM,False
Apap-Caff-Dihydrocodeine,Apap-Caff-Dihydrocodeine CAP 320.5-30-16MG,False
Apap-Caff-Dihydrocodeine,Apap-Caff-Dihydrocodeine TAB 325-30-16MG,False
Apidra,Apidra SOLN 100UNIT/ML,False
Aplenzin,Aplenzin TAB 174MG,False
Aplenzin,Aplenzin TAB 522MG,False
Apo-Varenicline,Apo-Varenicline TAB 0.5MG,False
Apokyn,Apokyn INJ 30MG/3ML,False
Apraclonidine HCL,Apraclonidine HCL SOLN 0.5%,False
Aprepitant,Aprepitant CAP 40MG,False
Aprepitant,Aprepitant CAP 80 & 125MG,False
Aprepitant,Aprepitant CAP 125MG,False
Apretude,Apretude INJ 600MG/3ML,False
Apriso,Apriso CAP 0.375GM,False
Aptiom,Aptiom TAB 600MG,False
Aptiom,Aptiom TAB 200MG,False
Aptiom,Aptiom TAB 800MG,False
Aptiom,Aptiom TAB 400MG,False
Aralast NP,Aralast NP SOLN 500MG,False
Aranesp (Albumin Free),Aranesp (Albumin Free) INJ 200MCG/0.4ML,False
Aranesp (Albumin Free),Aranesp (Albumin Free) INJ 100MCG/0.5ML,False
Aranesp (Albumin Free),Aranesp (Albumin Free) INJ 300MCG/0.6ML,False
Aranesp (Albumin Free),Aranesp (Albumin Free) SOLN 25MCG/ML,False
Aranesp (Albumin Free),Aranesp (Albumin Free) INJ 500MCG/ML,False
Arava,Arava TAB 20MG,False
Arexvy,Arexvy SUSP 120MCG/0.5ML,False
Arformoterol Tartrate,Arformoterol Tartrate NEBU 15MCG/2ML,False
Aricept,Aricept TAB 10MG,False
Aricept,Aricept TAB 5MG,False
Arikayce,Arikayce INJ 590MG/8.4ML,False
Arimidex,Arimidex TAB 1MG,False
Aripiprazole,Aripiprazole TAB 15MG,False
Aripiprazole,Aripiprazole TAB 5MG,False
Aripiprazole,Aripiprazole TAB 2MG,False
Aripiprazole,Aripiprazole TAB 10MG,False
Aripiprazole,Aripiprazole TAB 20MG,False
Aripiprazole,Aripiprazole SOLN 1MG/ML,False
Aripiprazole,Aripiprazole TAB 30MG,False
Aripiprazole,Aripiprazole TAB 15MG ODT,False
Aripiprazole,Aripiprazole TAB 10MG ODT,False
Aristada,Aristada INJ 882MG/3.2ML,False
Aristada,Aristada INJ 441MG/1.6ML,False
Aristada,Aristada INJ 1064MG/3.9ML,False
Armodafinil,Armodafinil TAB 250MG,False
Armodafinil,Armodafinil TAB 150MG,False
Armodafinil,Armodafinil TAB 200MG,False
Armodafinil,Armodafinil TAB 50MG,False
Arnuity Ellipta,Arnuity Ellipta AERO 100MCG,False
Arnuity Ellipta,Arnuity Ellipta AERO 200MCG,False
Arnuity Ellipta,Arnuity Ellipta AERO 50MCG,False
Aromasin,Aromasin TAB 25MG,False
Arthrotec,Arthrotec TAB 75-0.2MG,False
Asacol HD,Asacol HD TAB 800MG,False
Ascomp-Codeine,Ascomp-Codeine CAP 50-325-40-30MG,False
Asenapine Maleate,Asenapine Maleate SUB 10MG,False
Asenapine Maleate,Asenapine Maleate SUB 5MG,False
Asenapine Maleate,Asenapine Maleate SUB 2.5MG,False
Ashlyna,Ashlyna TAB 0.15-0.03 &0.01MG,False
Asmanex (120 Metered Doses),Asmanex (120 Metered Doses) AERO 220MCG/ACT,False
Asmanex (120 Metered Doses),Asmanex (120 Metered Doses) AERO 220MCG,False
Asmanex (14 Metered Doses),Asmanex (14 Metered Doses) AERO 220MCG/ACT,False
Asmanex (30 Metered Doses),Asmanex (30 Metered Doses) AERO 220MCG/ACT,False
Asmanex (60 Metered Doses),Asmanex (60 Metered Doses) AERO 220MCG/ACT,False
Asmanex (60 Metered Doses),Asmanex (60 Metered Doses) AERO 220MCG,False
Asmanex HFA,Asmanex HFA AERO 100MCG,False
Asmanex HFA,Asmanex HFA AERO 200MCG,False
Asmanex HFA,Asmanex HFA AERO 50MCG,False
Aspirin-Dipyridamole,Aspirin-Dipyridamole ER CAP 25-200MG,False
Aspruzyo Sprinkle,Aspruzyo Sprinkle PACK 1000MG,False
Astagraf XL,Astagraf XL CAP 5MG,False
Astepro,Astepro SOLN 0.15%,False
Atacand,Atacand TAB 8MG,False
Atacand,Atacand TAB 32MG,False
Atacand,Atacand TAB 4MG,False
Atacand,Atacand TAB 16MG,False
Atacand HCT,Atacand HCT TAB 32-12.5MG,False
Atazanavir Sulfate,Atazanavir Sulfate CAP 200MG,False
Atazanavir Sulfate,Atazanavir Sulfate CAP 150MG,False
Atazanavir Sulfate,Atazanavir Sulfate CAP 300MG,False
Atelvia,Atelvia TAB 35MG,False
Atenolol,Atenolol TAB 25MG,False
Atenolol,Atenolol TAB 50MG,False
Atenolol,Atenolol TAB 100MG,False
Atenolol-Chlorthalidone,Atenolol-Chlorthalidone TAB 50-25MG,False
Atenolol-Chlorthalidone,Atenolol-Chlorthalidone TAB 100-25MG,False
Ativan,Ativan TAB 1MG,False
Ativan,Ativan TAB 2MG,False
Ativan,Ativan TAB 0.5MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 60MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 80MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 40MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 100MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 18MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 25MG,False
Atomoxetine HCL,Atomoxetine HCL CAP 10MG,False
Atorvaliq,Atorvaliq INJ 20MG/5ML,False
Atorvastatin Calcium,Atorvastatin Calcium TAB 40MG,False
Atorvastatin Calcium,Atorvastatin Calcium TAB 20MG,False
Atorvastatin Calcium,Atorvastatin Calcium TAB 10MG,False
Atorvastatin Calcium,Atorvastatin Calcium TAB 80MG,False
Atovaquone,Atovaquone INJ 750MG/5ML,False
Atovaquone-Proguanil HCL,Atovaquone-Proguanil HCL TAB 62.5-25MG,False
Atralin,Atralin GEL 0.05%,False
Atropine Sulfate,Atropine Sulfate SOLN 1%,False
Atropine Sulfate,Atropine Sulfate INJ 0.25MG/5ML,False
Atrovent HFA,Atrovent HFA AERO 17MCG,False
Attruby,Attruby TAB 356MG,False
Aubagio,Aubagio TAB 14MG,False
Aubagio,Aubagio TAB 7MG,False
Augmentin,Augmentin SUSP 125-31.25MG/5ML,False
Augtyro,Augtyro CAP 160MG,False
Aurovela 1/20,Aurovela 1/20 TAB 1-20MG-MCG,False
Aurovela Fe 1/20,Aurovela Fe 1/20 TAB 1-20MG-MCG,False
Auryxia,Auryxia TAB 1 GM210 MG(Fe),False
Austedo,Austedo TAB 9MG,False
Austedo,Austedo TAB 12MG,False
Austedo,Austedo TAB 6MG,False
Austedo XR,Austedo Xr TAB 24MG,False
Austedo XR,Austedo Xr TAB 12MG,False
Austedo XR,Austedo Xr TAB 48MG,False
Austedo XR,Austedo Xr TAB 30MG,False
Austedo XR,Austedo Xr TAB 6MG,False
Austedo XR,Austedo Xr TAB 36MG,False
Austedo XR,Austedo Xr TAB 18MG,False
Austedo XR,Austedo Xr TAB 42MG,False
Auvelity,Auvelity TAB 45-105MG,False
Auvi-Q,Auvi-Q SOLN AUTO-INJ 0.15MG/0.15ML,False
Avalide,Avalide TAB 300-12.5MG,False
Avapro,Avapro TAB 300MG,False
Avapro,Avapro TAB 150MG,False
Avc Vaginal,Avc Vaginal CREAM 15%,False
Aveed,Aveed SOLN 750MG/3ML,False
Avelox,Avelox TAB 400MG,False
Avodart,Avodart CAP 0.5MG,False
Avonex,Avonex KIT 30MCG,False
Avonex Pen,Avonex Pen AUTO-INJ KIT 30MCG,False
Avonex Prefilled,Avonex Prefilled SYR KIT 30MCG/0.5ML,False
Azacitidine,Azacitidine SUSP 100MG,False
Azasan,Azasan TAB 75MG,False
Azathioprine,Azathioprine TAB 50MG,False
Azathioprine,Azathioprine TAB 100MG,False
Azathioprine,Azathioprine TAB 75MG,False
Azelaic Acid,Azelaic Acid GEL 15%,False
Azelastine HCL,Azelastine HCL SOLN 0.1%,False
Azelastine HCL,Azelastine HCL SOLN 0.05%,False
Azelastine HCL,Azelastine HCL SPR 137-MCG/SPRAY,False
Azelastine HCL,Azelastine HCL SOLN 0.15%,False
Azelastine-Fluticasone,Azelastine-Fluticasone SPR 137-50MCG/ACT,False
Azelex,Azelex CREAM 20%,False
Azithromycin,Azithromycin TAB 250MG,False
Azithromycin,Azithromycin TAB 500MG,False
Azithromycin,Azithromycin SOLN 500MG,False
Azithromycin,Azithromycin TAB 500MG,False
Azithromycin,Azithromycin PACK 1GM,False
Azithromycin,Azithromycin TAB 600MG,False
Azithromycin,Azithromycin SUSP 100MG/5ML,False
Azithromycin,Azithromycin SUSP 200MG/5ML,False
Azopt,Azopt SOLN 1%,False
Azor,Azor TAB 5-40MG,False
Azor,Azor TAB 5-20MG,False
Azstarys,Azstarys CAP 26.1-5.2MG,False
Azulfidine,Azulfidine TAB 500MG,False
Bacitracin,Bacitracin OINT 500UNIT/GM,False
Bacitracin-Polymyx-Neo-HC,Bacitracin-Polymyx-Neo-HC OINT 1%,False
Bacitracin-Polymyxin B,Bacitracin-Polymyxin B OINT 500-10000UNIT/GM,False
Baclofen,Baclofen TAB 10MG,False
Baclofen,Baclofen TAB 15MG,False
Baclofen,Baclofen TAB 20MG,False
Baclofen,Baclofen TAB 5MG,False
Baclofen,Baclofen SOLN 10MG/5ML,False
Baclofen,Baclofen INJ 25MG/5ML,False
Baclofen,Baclofen SOLN 5MG/5ML,False
Bactrim,Bactrim TAB 400-80MG,False
Bactrim DS,Bactrim DS TAB 800-160MG,False
Bactroban,Bactroban CREAM 2%,False
Bactroban Nasal,Bactroban Nasal OINT 2%,False
Bafiertam,Bafiertam CAP 95MG,False
Balsalazide Disodium,Balsalazide Disodium CAP 750MG,False
Banzel,Banzel TAB 400MG,False
Baqsimi One Pack,Baqsimi One Pack POWD 3MG/DOSE,False
Baqsimi Two Pack,Baqsimi Two Pack POWD 3MG/DOSE,False
Basaglar Tempo Pen,Basaglar Tempo Pen INJ 100UNIT/ML,False
BCG Vaccine,BCG Vaccine SOLN 50MG,False
Beconase AQ,Beconase AQ SPR 42MCG/SPRAY,False
Belbuca,Belbuca FILM 150MCG,False
Belbuca,Belbuca FILM 900MCG,False
Belbuca,Belbuca FILM 300MCG,False
Belbuca,Belbuca FILM 450MCG,False
Belbuca,Belbuca FILM 75MCG,False
Belbuca,Belbuca FILM 750MCG,False
Belbuca,Belbuca FILM 600MCG,False
Belsomra,Belsomra TAB 10MG,False
Belsomra,Belsomra TAB 20MG,False
Belsomra,Belsomra TAB 5MG,False
Belsomra,Belsomra TAB 15MG,False
Benazepril HCL,Benazepril HCL TAB 5MG,False
Benazepril HCL,Benazepril HCL TAB 20MG,False
Benazepril HCL,Benazepril HCL TAB 10MG,False
Benazepril HCL,Benazepril HCL TAB 40MG,False
Benazepril-Hydrochlorothiazide,Benazepril-Hydrochlorothiazide TAB 20-25MG,False
Benazepril-Hydrochlorothiazide,Benazepril-Hydrochlorothiazide TAB 10-12.5MG,False
Benazepril-Hydrochlorothiazide,Benazepril-Hydrochlorothiazide TAB 20-12.5MG,False
Benazepril-Hydrochlorothiazide,Benazepril-Hydrochlorothiazide TAB 5-6.25MG,False
Bendamustine HCL,Bendamustine HCL SOLN 25MG,False
Benicar,Benicar TAB 40MG,False
Benicar,Benicar TAB 5MG,False
Benicar,Benicar TAB 20MG,False
Benicar HCT,Benicar HCT TAB 40-12.5MG,False
Benicar HCT,Benicar HCT TAB 20-12.5MG,False
Benicar HCT,Benicar HCT TAB 40-25MG,False
Bentyl,Bentyl TAB 20MG,False
Bentyl,Bentyl CAP 10MG,False
Bentyl,Bentyl SOLN 10MG/ML,False
Benznidazole,Benznidazole TAB 12.5MG,False
Benznidazole,Benznidazole TAB 100MG,False
Benzonatate,Benzonatate CAP 200MG,False
Benzonatate,Benzonatate CAP 100MG,False
Benzonatate,Benzonatate CAP 150MG,False
Benzoyl Peroxide-Erythromycin,Benzoyl Peroxide-Erythromycin GEL 5-3%,False
Benztropine Mesylate,Benztropine Mesylate TAB 0.5MG,False
Benztropine Mesylate,Benztropine Mesylate TAB 2MG,False
Benztropine Mesylate,Benztropine Mesylate TAB 1MG,False
Benztropine Mesylate,Benztropine Mesylate SOLN 1MG/ML,False
Bepotastine Besilate,Bepotastine Besilate SOLN 1.5%,False
Bepreve,Bepreve SOLN 1.5%,False
Besivance,Besivance SOLN 0.6%,False
Besremi,Besremi INJ 500MCG/ML,False
Betamethasone Dipropionate,Betamethasone Dipropionate CREAM 0.05%,False
Betamethasone Dipropionate,Betamethasone Dipropionate OINT 0.05%,False
Betamethasone Dipropionate,Betamethasone Dipropionate LOTN 0.05%,False
Betamethasone Dipropionate Aug,Betamethasone Dipropionate Aug CREAM 0.05%,False
Betamethasone Dipropionate Aug,Betamethasone Dipropionate Aug OINT 0.05%,False
Betamethasone Dipropionate Aug,Betamethasone Dipropionate Aug LOTN 0.05%,False
Betamethasone Dipropionate Aug,Betamethasone Dipropionate Aug GEL 0.05%,False
Betamethasone Valerate,Betamethasone Valerate CREAM 0.1%,False
Betamethasone Valerate,Betamethasone Valerate AERO 0.12%,False
Betamethasone Valerate,Betamethasone Valerate OINT 0.1%,False
Betamethasone Valerate,Betamethasone Valerate LOTN 0.1%,False
Betapace AF,Betapace AF TAB 120MG,False
Betapace AF,Betapace AF TAB 80MG,False
Betaseron,Betaseron KIT 0.3MG,False
Betaxolol HCL,Betaxolol HCL TAB 10MG,False
Betaxolol HCL,Betaxolol HCL TAB 20MG,False
Betaxolol HCL,Betaxolol HCL SOLN 0.5%,False
Bethanechol Chloride,Bethanechol Chloride TAB 50MG,False
Bethanechol Chloride,Bethanechol Chloride TAB 25MG,False
Bethanechol Chloride,Bethanechol Chloride TAB 10MG,False
Bethanechol Chloride,Bethanechol Chloride TAB 5MG,False
Betimol,Betimol SOLN 0.5%,False
Betimol,Betimol SOLN 0.25%,False
Betoptic-S,Betoptic-S SOLN 0.25%,False
Bevespi Aerosphere,Bevespi Aerosphere AERO 9-4.8MCG,False
Bexarotene,Bexarotene CAP 75MG,False
Bicalutamide,Bicalutamide TAB 50MG,False
Bidil,Bidil TAB 20-37.5MG,False
Bijuva,Bijuva CAP 1-100MG,False
Bijuva,Bijuva CAP 0.5-100MG,False
Biltricide,Biltricide TAB 600MG,False
Bimatoprost,Bimatoprost OP SOLN 0.03%,False
Bimatoprost,Bimatoprost EX SOLN 0.03%,False
Bimzelx,Bimzelx SOLN AUTO-INJ 160MG/ML,False
Bimzelx,Bimzelx INJ 320MG/2ML,False
Bimzelx,Bimzelx INJ 160MG/ML,False
Bimzelx,Bimzelx SOLN AUTO-INJ 320MG/2ML,False
Binosto,Binosto TAB 70MG,False
Bismuth/Metronidaz/Tetracyclin,Bismuth/Metronidaz/Tetracyclin CAP 140-125-125MG,False
Bisoprolol Fumarate,Bisoprolol Fumarate TAB 5MG,False
Bisoprolol Fumarate,Bisoprolol Fumarate TAB 10MG,False
Bisoprolol Fumarate,Bisoprolol Fumarate TAB 2.5MG,False
Bisoprolol-Hydrochlorothiazide,Bisoprolol-Hydrochlorothiazide TAB 5-6.25MG,False
Bisoprolol-Hydrochlorothiazide,Bisoprolol-Hydrochlorothiazide TAB 10-6.25MG,False
Bisoprolol-Hydrochlorothiazide,Bisoprolol-Hydrochlorothiazide TAB 2.5-6.25MG,False
Blisovi Fe 1/20,Blisovi Fe 1/20 TAB 1-20MG-MCG,False
Boniva,Boniva TAB 150MG,False
Bonsity,Bonsity INJ 560MCG/2.24ML,False
Boostrix,Boostrix INJ 5-2.5-18.5LF-MCG/0.5,False
Bortezomib,Bortezomib SOLN 1MG,False
Bortezomib,Bortezomib SOLN 2.5MG,False
Bortezomib,Bortezomib SOLN 3.5MG,False
Botox,Botox SOLN 100UNIT,False
Botox,Botox SOLN 200UNIT,False
Braftovi,Braftovi CAP 75MG,False
Breo Ellipta,Breo Ellipta AERO 200-25MCG/ACT,False
Breo Ellipta,Breo Ellipta AERO 100-25MCG/ACT,False
Breo Ellipta,Breo Ellipta AERO 50-25MCG/INH,False
Breyna,Breyna AERO 160-4.5MCG/ACT,False
Breyna,Breyna AERO 80-4.5MCG/ACT,False
Breztri Aerosphere,Breztri Aerosphere 160-9-4.8 MCG/ACT,False
Briellyn,Briellyn TAB 0.4-35MG-MCG,False
Brilinta,Brilinta TAB 60MG,False
Brilinta,Brilinta TAB 90MG,False
Brimonidine Tartrate,Brimonidine Tartrate SOLN 0.2%,False
Brimonidine Tartrate,Brimonidine Tartrate SOLN 0.15%,False
Brimonidine Tartrate,Brimonidine Tartrate SOLN 0.1%,False
Brimonidine Tartrate,Brimonidine Tartrate GEL 0.33%,False
Brimonidine Tartrate-Timolol,Brimonidine Tartrate-Timolol SOLN 0.2-0.5%,False
Brinsupri,Brinsupri TAB 25MG,False
Brinsupri,Brinsupri TAB 10MG,False
Brinzolamide,Brinzolamide SUSP 1%,False
Briviact,Briviact TAB 50MG,False
Briviact,Briviact TAB 75MG,False
Briviact,Briviact TAB 100MG,False
Briviact,Briviact TAB 25MG,False
Briviact,Briviact TAB 10MG,False
Bromfed DM,Bromfed DM SYRP 30-2-10MG/5ML,False
Bromfenac Sodium,Bromfenac Sodium SOLN 0.07%,False
Bromfenac Sodium,Bromfenac Sodium SOLN 0.075%,False
Bromfenac Sodium (Once-Daily),Bromfenac Sodium (Once-Daily) SOLN 0.09%,False
Bromocriptine Mesylate,Bromocriptine Mesylate TAB 2.5MG,False
Bromocriptine Mesylate,Bromocriptine Mesylate CAP 5MG,False
Brovana,Brovana NEBU 15MCG/2ML,False
Brukinsa,Brukinsa CAP 80MG,False
Budesonide,Budesonide CAP 3MG,False
Budesonide,Budesonide SUSP 0.5MG/2ML,False
Budesonide,Budesonide AERO 2MG,False
Budesonide,Budesonide SUSP 0.25MG/2ML,False
Budesonide,Budesonide ER TAB 9MG,False
Budesonide,Budesonide SUSP 1MG/2ML,False
Budesonide,Budesonide SPR 32MCG/ACT,False
Budesonide-Formoterol Fumarate,Budesonide-Formoterol Fumarate AERO 160-4.5MCG,False
Budesonide-Formoterol Fumarate,Budesonide-Formoterol Fumarate AERO 80-4.5MCG,False
Bumetanide,Bumetanide TAB 1MG,False
Bumetanide,Bumetanide TAB 0.5MG,False
Bumetanide,Bumetanide TAB 2MG,False
Bumetanide,Bumetanide SOLN 0.25MG/ML,False
Bunavail,Bunavail FILM 2.1-0.3MG,False
Buprenorphine,Buprenorphine PTCH 10MCG/HR,False
Buprenorphine,Buprenorphine PTCH 7.5MCG/HR,False
Buprenorphine,Buprenorphine PTCH 5MCG/HR,False
Buprenorphine,Buprenorphine PTCH 15MCG/HR,False
Buprenorphine,Buprenorphine PTCH 20MCG/HR,False
Buprenorphine HCL,Buprenorphine HCL SUB 8MG,False
